Zipcode,admin_name1,Lat,Long,accuracy
221505,Uttar Pradesh,25.3833,82.15,
221507,Uttar Pradesh,25.3833,82.15,
221508,Uttar Pradesh,25.3833,82.1167,4
221603,Uttar Pradesh,26.1656,83.6894,4
221705,Uttar Pradesh,25.9833,83.8833,
221709,Uttar Pradesh,25.9833,83.8833,
221711,Uttar Pradesh,25.9833,83.8833,4
221719,Uttar Pradesh,25.9833,83.8833,
222001,Uttar Pradesh,29.6383,77.3892,4
222105,Uttar Pradesh,27.6261,80.1772,
222110,Uttar Pradesh,27.6261,80.1772,
222125,Uttar Pradesh,25.6,83.0167,
222129,Uttar Pradesh,25.6,83.0167,4
222132,Uttar Pradesh,29.6522,77.3378,
222135,Uttar Pradesh,29.6522,77.3378,
222136,Uttar Pradesh,29.6522,77.3378,
222137,Uttar Pradesh,29.6522,77.3378,4
222138,Uttar Pradesh,29.6522,77.3378,
222143,Uttar Pradesh,27.6261,80.1772,
222145,Uttar Pradesh,27.6261,80.1772,
222148,Uttar Pradesh,27.6261,80.1772,
222149,Uttar Pradesh,27.6261,80.1772,
222172,Uttar Pradesh,27.6261,80.1772,
222180,Uttar Pradesh,27.6261,80.1772,
222302,Uttar Pradesh,26.15,82.2167,4
222303,Uttar Pradesh,26.15,82.2167,
223221,Uttar Pradesh,26.1833,82.9167,4
223225,Uttar Pradesh,26.1333,82.8167,4
224001,Uttar Pradesh,26.3667,82.85,
224122,Uttar Pradesh,26.3667,82.85,
224133,Uttar Pradesh,26.3667,82.85,
224141,Uttar Pradesh,26.3667,82.85,
224143,Uttar Pradesh,26.3667,82.85,
224145,Uttar Pradesh,26.3667,82.85,
224147,Uttar Pradesh,26.4167,82.9667,4
224149,Uttar Pradesh,26.3167,82.7333,4
224168,Uttar Pradesh,26.3667,82.85,
224175,Uttar Pradesh,26.3667,82.85,
224190,Uttar Pradesh,26.3667,82.85,
224198,Uttar Pradesh,26.3667,82.85,
224208,Uttar Pradesh,26.3667,82.85,
224211,Uttar Pradesh,26.3667,82.85,
224216,Uttar Pradesh,26.3667,82.85,
224223,Uttar Pradesh,26.3667,82.85,
225120,Uttar Pradesh,29.5475,77.3731,4
225121,Uttar Pradesh,29.5475,77.3731,
225203,Uttar Pradesh,27.7769,80.0966,
225206,Uttar Pradesh,27.7769,80.0966,
225305,Uttar Pradesh,27.7769,80.0966,
225401,Uttar Pradesh,26.8917,81.4583,
225403,Uttar Pradesh,25.4167,81.8333,
225404,Uttar Pradesh,26.8917,81.4583,
225411,Uttar Pradesh,26.8917,81.4583,
225412,Uttar Pradesh,26.8917,81.4583,
225414,Uttar Pradesh,26.8333,81.3333,4
225415,Uttar Pradesh,26.95,81.5833,4
226001,Uttar Pradesh,27.5167,79.9833,
226002,Uttar Pradesh,27.5167,79.9833,
226003,Uttar Pradesh,27.5167,79.9833,
226004,Uttar Pradesh,27.5167,79.9833,
226005,Uttar Pradesh,27.5167,79.9833,
226006,Uttar Pradesh,27.5167,79.9833,
226007,Uttar Pradesh,27.5167,79.9833,
226009,Uttar Pradesh,27.5167,79.9833,
226012,Uttar Pradesh,27.5167,79.9833,
226014,Uttar Pradesh,27.5167,79.9833,
226016,Uttar Pradesh,27.5167,79.9833,
227116,Uttar Pradesh,26.5278,81.5111,
227132,Uttar Pradesh,26.5278,81.5111,
227202,Uttar Pradesh,26.5278,81.5111,
227205,Uttar Pradesh,26.5278,81.5111,
227308,Uttar Pradesh,26.6167,81.1333,4
227801,Uttar Pradesh,26.4833,81.7,
227806,Uttar Pradesh,26.4833,81.7,
227808,Uttar Pradesh,26.4833,81.7,
227809,Uttar Pradesh,26.75,80.5333,
227812,Uttar Pradesh,26.4833,81.7,
227815,Uttar Pradesh,26.5167,81.7833,4
227817,Uttar Pradesh,26.45,81.6167,4
228001,Uttar Pradesh,26.1667,82.3833,
228118,Uttar Pradesh,26.1667,82.3833,
228124,Uttar Pradesh,26.1667,82.3833,
228132,Uttar Pradesh,26.1667,82.3833,
228141,Uttar Pradesh,26.1667,82.3833,
228145,Uttar Pradesh,26.1667,82.3833,4
228161,Uttar Pradesh,26.1667,82.3833,
228171,Uttar Pradesh,26.1667,82.3833,
229001,Uttar Pradesh,26.2167,81.2333,4
229010,Uttar Pradesh,26.2167,81.2333,
229121,Uttar Pradesh,26.5258,80.8285,
229123,Uttar Pradesh,26.5258,80.8285,
229128,Uttar Pradesh,26.5258,80.8285,
229129,Uttar Pradesh,26.5258,80.8285,
229130,Uttar Pradesh,26.5258,80.8285,
229203,Uttar Pradesh,26.0667,81.0333,4
229204,Uttar Pradesh,26.1167,81.1667,4
229206,Uttar Pradesh,26.0917,81.1,
229209,Uttar Pradesh,26.0917,81.1,
229301,Uttar Pradesh,26.4833,81.1167,4
229303,Uttar Pradesh,26.35,81.1667,4
229304,Uttar Pradesh,26.3611,81.2722,
229305,Uttar Pradesh,26.25,81.5333,4
229309,Uttar Pradesh,26.3611,81.2722,
229310,Uttar Pradesh,26.3611,81.2722,
229401,Uttar Pradesh,27.7994,79.295,
229402,Uttar Pradesh,26.05,81.2833,4
229407,Uttar Pradesh,29.5489,77.3067,4
229408,Uttar Pradesh,27.7994,79.295,
229410,Uttar Pradesh,25.65,81.6167,
229413,Uttar Pradesh,25.65,81.6167,4
229419,Uttar Pradesh,25.65,81.6167,
230001,Uttar Pradesh,25.85,82.1167,
230122,Uttar Pradesh,25.85,82.1167,
230123,Uttar Pradesh,25.85,82.1167,
230126,Uttar Pradesh,25.85,82.1167,
230127,Uttar Pradesh,25.85,82.1167,
230132,Uttar Pradesh,25.85,82.1167,
230133,Uttar Pradesh,25.85,82.1167,
230134,Uttar Pradesh,25.85,82.1167,
230136,Uttar Pradesh,25.85,82.1167,
230137,Uttar Pradesh,25.85,82.1167,
230140,Uttar Pradesh,25.85,82.1167,
230144,Uttar Pradesh,25.85,82.1167,
230302,Uttar Pradesh,25.85,82.1167,4
230403,Uttar Pradesh,25.85,82.1167,
230404,Uttar Pradesh,25.85,82.1167,
230405,Uttar Pradesh,25.85,82.1167,
230406,Uttar Pradesh,25.85,82.1167,
230502,Uttar Pradesh,25.85,82.1167,
231001,Uttar Pradesh,24.8167,82.7889,
231002,Uttar Pradesh,24.8167,82.7889,
231207,Uttar Pradesh,24.7167,82.675,
231211,Uttar Pradesh,25.0167,82.3667,4
231215,Uttar Pradesh,24.7167,82.675,
231219,Uttar Pradesh,24.4167,82.9833,4
231225,Uttar Pradesh,24.7167,82.675,
231301,Uttar Pradesh,25.0167,83.0167,4
231302,Uttar Pradesh,25.0167,83.0167,
231305,Uttar Pradesh,25.0167,83.0167,
231311,Uttar Pradesh,25.0167,83.0167,
231314,Uttar Pradesh,25.0167,83.0167,
232101,Uttar Pradesh,26.2962,81.7729,
232102,Uttar Pradesh,25.1833,83.1833,4
232103,Uttar Pradesh,25.05,83.2167,4
232104,Uttar Pradesh,25.2667,83.2667,4
232106,Uttar Pradesh,29.685,77.425,4
232116,Uttar Pradesh,26.2962,81.7729,
232118,Uttar Pradesh,26.2962,81.7729,
232119,Uttar Pradesh,26.2962,81.7729,
232120,Uttar Pradesh,26.2962,81.7729,
232221,Uttar Pradesh,24.25,83.3833,4
232327,Uttar Pradesh,25.4333,83.5667,
232329,Uttar Pradesh,25.4333,83.5667,4
232331,Uttar Pradesh,25.4333,83.5667,
232332,Uttar Pradesh,25.4333,83.5667,
232341,Uttar Pradesh,25.4333,83.5667,
232342,Uttar Pradesh,25.4333,83.5667,
233201,Uttar Pradesh,25.5168,82.4525,
233222,Uttar Pradesh,25.5168,82.4525,
233227,Uttar Pradesh,25.5168,82.4525,
233228,Uttar Pradesh,25.5168,82.4525,
233232,Uttar Pradesh,25.5168,82.4525,
233302,Uttar Pradesh,25.5168,82.4525,
233305,Uttar Pradesh,25.5168,82.4525,
233311,Uttar Pradesh,25.5168,82.4525,
233312,Uttar Pradesh,25.5168,82.4525,
241001,Uttar Pradesh,25.9167,79.6125,
241121,Uttar Pradesh,25.825,79.3833,
241122,Uttar Pradesh,25.825,79.3833,
241123,Uttar Pradesh,24.4833,78.4167,4
241126,Uttar Pradesh,27.1667,80.35,4
241201,Uttar Pradesh,25.9167,79.6125,
241302,Uttar Pradesh,27.1167,80.15,
241402,Uttar Pradesh,25.2833,79.3333,4
241405,Uttar Pradesh,25.2833,79.3333,
241407,Uttar Pradesh,25.2833,79.3333,
241504,Uttar Pradesh,26.7333,80.35,4
242001,Uttar Pradesh,28.2236,79.1956,
242101,Uttar Pradesh,28.2236,79.1956,
242102,Uttar Pradesh,28.2236,79.1956,
242221,Uttar Pradesh,27.7583,79.625,
242225,Uttar Pradesh,27.8,79.8,4
242227,Uttar Pradesh,27.7167,79.45,4
242228,Uttar Pradesh,27.7583,79.625,
242230,Uttar Pradesh,29.6344,77.4111,4
242234,Uttar Pradesh,29.6344,77.4111,
242302,Uttar Pradesh,27.9833,79.5833,4
242303,Uttar Pradesh,27.9833,79.6583,
242307,Uttar Pradesh,27.9833,79.7333,4
242310,Uttar Pradesh,27.9833,79.6583,
242311,Uttar Pradesh,27.9833,79.6583,
243001,Uttar Pradesh,28.1759,79.263,
243002,Uttar Pradesh,28.1759,79.263,
243122,Uttar Pradesh,28.3833,79.4167,4
243123,Uttar Pradesh,28.3833,79.4167,
243127,Uttar Pradesh,28.3833,79.4167,
243201,Uttar Pradesh,28.7833,79.5,4
243203,Uttar Pradesh,28.5667,79.3917,
243206,Uttar Pradesh,28.35,79.2833,4
243403,Uttar Pradesh,28.1759,79.263,
243503,Uttar Pradesh,28.2167,79.55,4
243506,Uttar Pradesh,28.2167,79.55,
243601,Uttar Pradesh,27.97,79.1233,
243621,Uttar Pradesh,27.97,79.1233,
243635,Uttar Pradesh,28.0333,79.4,4
243636,Uttar Pradesh,28.0083,79.0917,
243637,Uttar Pradesh,27.9,79.2,4
243638,Uttar Pradesh,28.0833,78.75,4
243639,Uttar Pradesh,28.0167,79.0167,4
243641,Uttar Pradesh,27.8167,79.25,4
244001,Uttar Pradesh,29.0889,78.6778,
244102,Uttar Pradesh,29.0889,78.6778,
244225,Uttar Pradesh,28.85,78.2333,
244235,Uttar Pradesh,28.85,78.2333,4
244236,Uttar Pradesh,28.85,78.2333,
244241,Uttar Pradesh,28.85,78.2333,
244242,Uttar Pradesh,28.85,78.2333,
244255,Uttar Pradesh,28.85,78.2333,
244302,Uttar Pradesh,29.0889,78.6778,
244502,Uttar Pradesh,29.0889,78.6778,
244601,Uttar Pradesh,29.2,78.85,4
244711,Uttaranchal,29.2167,78.95,
244713,Uttaranchal,29.2167,78.95,4
244714,Uttaranchal,29.2167,78.95,
244715,Uttaranchal,29.2167,78.95,
244716,Uttaranchal,29.2167,78.95,
244717,Uttaranchal,29.2167,78.95,
244901,Uttar Pradesh,29.0889,78.6778,
244925,Uttar Pradesh,29.0889,78.6778,
245101,Uttar Pradesh,28.7167,77.7833,4
245102,Uttar Pradesh,28.7167,77.7833,
245201,Uttar Pradesh,28.7167,77.85,4
245205,Uttar Pradesh,28.7167,77.85,
245208,Uttar Pradesh,28.7167,77.85,
245402,Uttar Pradesh,28.7167,77.8167,
245407,Uttar Pradesh,28.7167,77.8167,
245411,Uttar Pradesh,28.7167,77.8167,
246001,Uttaranchal,29.8718,78.8233,
246113,Uttaranchal,29.903,78.7458,
246121,Uttaranchal,29.903,78.7458,
246122,Uttaranchal,29.903,78.7458,
246123,Uttaranchal,29.903,78.7458,
246125,Uttaranchal,29.903,78.7458,
246126,Uttaranchal,29.903,78.7458,
246130,Uttaranchal,29.9,78.8167,
246131,Uttaranchal,29.9,78.8167,
246132,Uttaranchal,29.9,78.8167,4
246142,Uttaranchal,29.5,78.75,4
246144,Uttaranchal,29.5,78.75,
246146,Uttaranchal,29.5,78.75,
246147,Uttaranchal,29.5,78.75,
246148,Uttaranchal,29.5,78.75,
246149,Uttaranchal,29.5,78.75,
246155,Uttaranchal,29.903,78.7458,
246161,Uttaranchal,29.903,78.7458,
246162,Uttaranchal,29.903,78.7458,
246163,Uttaranchal,29.903,78.7458,
246164,Uttaranchal,29.903,78.7458,
246165,Uttaranchal,29.903,78.7458,
246166,Uttaranchal,29.903,78.7458,
246167,Uttaranchal,29.903,78.7458,
246168,Uttaranchal,29.903,78.7458,
246169,Uttaranchal,29.903,78.7458,
246170,Uttaranchal,30.106,78.7082,
246171,Uttaranchal,30.106,78.7082,
246172,Uttaranchal,30.106,78.7082,
246173,Uttaranchal,30.106,78.7082,
246174,Uttaranchal,30.2167,78.7833,4
246175,Uttaranchal,30.106,78.7082,
246176,Uttaranchal,29.9953,78.6331,4
246177,Uttaranchal,30.106,78.7082,
246185,Uttaranchal,29.903,78.7458,
246186,Uttaranchal,29.903,78.7458,
246188,Uttaranchal,29.903,78.7458,
246189,Uttaranchal,29.903,78.7458,
246191,Uttaranchal,29.903,78.7458,
246192,Uttaranchal,29.903,78.7458,
246193,Uttaranchal,29.903,78.7458,
246275,Uttaranchal,29.8718,78.8233,
246276,Uttaranchal,29.8718,78.8233,
246277,Uttaranchal,29.8718,78.8233,
246278,Uttaranchal,29.8718,78.8233,
246280,Uttaranchal,29.8718,78.8233,
246281,Uttaranchal,29.8718,78.8233,
246285,Uttaranchal,29.8718,78.8233,
246401,Uttaranchal,30.1275,79.0911,
246419,Uttaranchal,30.1275,79.0911,
246421,Uttaranchal,30.425,79.2083,
246422,Uttaranchal,30.425,79.2083,
246423,Uttaranchal,30.425,79.2083,
246424,Uttaranchal,30.4,79.35,4
246425,Uttaranchal,30.45,79.0667,4
246426,Uttaranchal,30.425,79.2083,
246427,Uttaranchal,30.425,79.2083,
246428,Uttaranchal,30.425,79.2083,
246429,Uttaranchal,30.425,79.2083,
246431,Uttaranchal,30.25,79.4667,
246435,Uttaranchal,30.25,79.4667,4
246437,Uttaranchal,30.25,79.4667,
246438,Uttaranchal,30.25,79.4667,
246439,Uttaranchal,30.25,79.4667,
246440,Uttaranchal,30.2917,79.5667,
246441,Uttaranchal,30.0167,79.5667,4
246442,Uttaranchal,30.2917,79.5667,
246443,Uttaranchal,30.5667,79.5667,4
246444,Uttaranchal,30.2917,79.5667,
246446,Uttaranchal,30.2917,79.5667,
246447,Uttaranchal,30.2917,79.5667,
246448,Uttaranchal,30.2917,79.5667,
246449,Uttaranchal,30.2917,79.5667,
246450,Uttaranchal,30.1275,79.0911,
246452,Uttaranchal,30.1275,79.0911,
246453,Uttaranchal,30.1275,79.0911,
246455,Uttaranchal,30.1275,79.0911,
246456,Uttaranchal,30.1275,79.0911,
246458,Uttaranchal,30.1275,79.0911,
246469,Uttaranchal,30.1275,79.0911,
246470,Uttaranchal,29.7856,78.3482,
246471,Uttaranchal,29.7856,78.3482,
246472,Uttaranchal,29.8211,78.6797,4
246473,Uttaranchal,29.7856,78.3482,
246474,Uttaranchal,29.75,78.0167,4
246475,Uttaranchal,29.7856,78.3482,
246476,Uttaranchal,29.7856,78.3482,
246481,Uttaranchal,30.0833,79.5167,4
246482,Uttaranchal,30.0833,79.5167,
246485,Uttaranchal,30.0833,79.5167,
246487,Uttaranchal,30.0833,79.5167,
246488,Uttaranchal,30.0833,79.5167,
246495,Uttaranchal,29.81,78.59,4
246722,Uttar Pradesh,29.4,78.6833,4
246725,Uttar Pradesh,29.15,78.2667,
246726,Uttar Pradesh,29.3,78.2833,4
246732,Uttar Pradesh,29.3867,78.4033,
246735,Uttar Pradesh,29.3867,78.4033,
246745,Uttar Pradesh,29.3867,78.4033,
246749,Uttar Pradesh,29.3867,78.4033,
246751,Uttar Pradesh,29.3867,78.4033,
246762,Uttar Pradesh,29.45,78.45,4
246763,Uttar Pradesh,29.6333,78.3333,4
247001,Uttar Pradesh,29.9667,77.55,4
247120,Uttar Pradesh,29.7059,77.3834,
247122,Uttar Pradesh,29.7059,77.3834,
247341,Uttar Pradesh,29.7667,77.25,4
247342,Uttar Pradesh,29.9167,77.3,4
247452,Uttar Pradesh,29.7125,77.4158,4
247551,Uttar Pradesh,29.7,77.6833,
247554,Uttar Pradesh,29.7,77.6833,4
247663,Uttar Pradesh,29.7192,77.3806,
247664,Uttar Pradesh,29.7192,77.3806,4
247667,Uttar Pradesh,29.7192,77.3806,
247668,Uttar Pradesh,29.7192,77.3806,
247671,Uttar Pradesh,29.7192,77.3806,
247771,Uttar Pradesh,29.5237,77.2903,
247772,Uttar Pradesh,29.5237,77.2903,
247774,Uttar Pradesh,29.4,77.2,4
247775,Uttar Pradesh,29.5237,77.2903,
247777,Uttar Pradesh,29.5864,77.4167,4
247778,Uttar Pradesh,29.5847,77.2542,4
248001,Uttaranchal,30.3333,78.0833,
248002,Uttaranchal,30.2667,78.0667,4
248003,Uttaranchal,30.3333,78.0833,
248005,Uttaranchal,30.3333,78.0833,
248006,Uttaranchal,30.3333,78.0833,
248007,Uttaranchal,30.3333,78.0833,
248008,Uttaranchal,30.3333,78.0833,
248009,Uttaranchal,30.4,78.1,4
248102,Uttaranchal,30.4395,77.9109,
248110,Uttaranchal,30.4395,77.9109,
248115,Uttaranchal,30.4395,77.9109,
248116,Uttaranchal,30.4395,77.9109,
248119,Uttaranchal,30.4395,77.9109,
248121,Uttaranchal,30.4395,77.9109,
248122,Uttaranchal,30.4395,77.9109,
248123,Uttaranchal,30.4395,77.9109,
248124,Uttaranchal,30.4395,77.9109,
248125,Uttaranchal,30.4395,77.9109,
248141,Uttaranchal,30.45,77.7333,
248142,Uttaranchal,30.45,77.7333,4
248143,Uttaranchal,30.45,77.7333,
248144,Uttaranchal,30.45,77.7333,
248145,Uttaranchal,30.45,77.7333,
248146,Uttaranchal,30.45,77.7333,
248147,Uttaranchal,30.45,77.7333,
248148,Uttaranchal,30.45,77.7333,
248152,Uttaranchal,30.4395,77.9109,
248159,Uttaranchal,30.4395,77.9109,
248160,Uttaranchal,30.4517,77.9414,
248161,Uttaranchal,30.4517,77.9414,
248164,Uttaranchal,30.4517,77.9414,
248165,Uttaranchal,30.4517,77.9414,4
248171,Uttaranchal,30.2833,78.0167,4
248179,Uttaranchal,30.45,78.0833,4
248191,Uttaranchal,30.5011,77.8454,
248195,Uttaranchal,30.5011,77.8454,
248196,Uttaranchal,30.6167,77.8833,4
248197,Uttaranchal,30.3856,77.8075,4
248199,Uttaranchal,30.5011,77.8454,
248201,Uttaranchal,30.4264,77.9406,
248202,Uttaranchal,30.4264,77.9406,
248203,Uttaranchal,30.4264,77.9406,
248528,Uttaranchal,30.5333,77.8333,4
249132,Uttaranchal,30.0667,78.2722,
249193,Uttar Pradesh,30.0667,78.2722,
249195,Uttar Pradesh,30.0667,78.2722,
249201,Uttaranchal,30.1167,78.3167,4
249202,Uttaranchal,30.0667,78.2833,4
249204,Uttaranchal,30.0667,78.2722,
249205,Uttaranchal,30.0167,78.2167,4
249302,Uttaranchal,30.0667,78.2722,
249304,Uttaranchal,30.0667,78.2722,
249402,Uttar Pradesh,30.0667,78.2722,
249405,Uttar Pradesh,30.0667,78.2722,
249408,Uttar Pradesh,30.0667,78.2722,
250001,Uttar Pradesh,29.0611,77.5556,
250002,Uttar Pradesh,29.0611,77.5556,
250013,Uttar Pradesh,29.0611,77.5556,
250106,Uttar Pradesh,29.0611,77.5556,
250221,Uttar Pradesh,29.1167,77.6833,4
250222,Uttar Pradesh,29.1167,77.7667,4
250341,Uttar Pradesh,29.0611,77.5556,
250406,Uttar Pradesh,29.0611,77.5556,
250601,Uttar Pradesh,28.95,77.2167,
250609,Uttar Pradesh,28.95,77.2167,4
250611,Uttar Pradesh,28.95,77.2167,
250625,Uttar Pradesh,28.95,77.2167,
251001,Uttar Pradesh,27.5667,78.3083,
251305,Uttar Pradesh,25.5833,79.0333,
251306,Uttar Pradesh,25.5833,79.0333,4
251311,Uttar Pradesh,29.55,77.5833,4
261001,Uttar Pradesh,27.6917,80.6833,
261121,Uttar Pradesh,27.6917,80.6833,
261135,Uttar Pradesh,27.7167,80.9,4
261141,Uttar Pradesh,27.6667,80.4667,4
261202,Uttar Pradesh,27.6917,80.6833,
261203,Uttar Pradesh,27.6917,80.6833,
261205,Uttar Pradesh,27.6917,80.6833,
261207,Uttar Pradesh,27.6917,80.6833,
261208,Uttar Pradesh,27.6917,80.6833,
261302,Uttar Pradesh,27.6917,80.6833,
261405,Uttaranchal,27.6917,80.6833,
261502,Uttar Pradesh,27.6917,80.6833,
261505,Uttar Pradesh,27.6917,80.6833,
261506,Uttar Pradesh,27.6917,80.6833,
262122,Uttar Pradesh,29.75,78.1167,
262125,Uttaranchal,29.75,78.1167,4
262301,Uttaranchal,29,80.0417,
262308,Uttaranchal,28.9167,79.9667,4
262309,Uttaranchal,29.0833,80.1167,4
262310,Uttaranchal,29,80.0417,
262311,Uttaranchal,29,80.0417,
262401,Uttaranchal,29.15,79.1167,4
262402,Uttaranchal,29.0833,79.5167,4
262403,Uttaranchal,29.1167,79.3167,
262408,Uttaranchal,29.1167,79.3167,
262501,Uttaranchal,29.7438,80.2229,
262502,Uttaranchal,29.7438,80.2229,
262519,Uttaranchal,29.7438,80.2229,
262520,Uttaranchal,29.4722,80.0833,
262521,Uttaranchal,29.4722,80.0833,
262522,Uttaranchal,29.6667,80.05,4
262523,Uttaranchal,29.3333,80.1,4
262524,Uttaranchal,29.4167,80.1,4
262525,Uttaranchal,29.4722,80.0833,
262526,Uttaranchal,29.4722,80.0833,
262527,Uttaranchal,29.4722,80.0833,
262528,Uttaranchal,29.4722,80.0833,
262529,Uttaranchal,29.4722,80.0833,
262530,Uttaranchal,29.7438,80.2229,
262531,Uttaranchal,29.7438,80.2229,
262532,Uttaranchal,29.7438,80.2229,
262533,Uttaranchal,29.7438,80.2229,
262534,Uttaranchal,29.7438,80.2229,
262542,Uttaranchal,29.9417,80.6,
262543,Uttaranchal,29.7667,80.35,4
262544,Uttaranchal,29.9417,80.6,
262545,Uttaranchal,29.9417,80.6,
262546,Uttaranchal,30.1167,80.85,4
262547,Uttaranchal,29.9417,80.6,
262550,Uttaranchal,29.8833,80.1583,
262551,Uttaranchal,29.8833,80.1583,
262552,Uttaranchal,29.8167,80.1333,4
262553,Uttaranchal,29.95,80.1833,4
262554,Uttaranchal,29.8833,80.1583,
262555,Uttaranchal,29.8833,80.1583,
262561,Uttaranchal,29.7438,80.2229,
262571,Uttaranchal,29.8833,80.0167,4
262572,Uttaranchal,29.8833,80.0167,
262573,Uttaranchal,29.8833,80.0167,
262574,Uttaranchal,29.8833,80.0167,
262575,Uttaranchal,29.8833,80.0167,
262576,Uttaranchal,29.8833,80.0167,
262580,Uttaranchal,29.7438,80.2229,
262701,Uttar Pradesh,25.1333,81.3,
262721,Uttar Pradesh,25.1333,81.3,
262722,Uttar Pradesh,25.1333,81.3,
262725,Uttar Pradesh,25.1333,81.3,
262902,Uttar Pradesh,28.9467,80.0811,
262906,Uttar Pradesh,28.9467,80.0811,
263001,Uttaranchal,29.44,79.3283,
263002,Uttaranchal,29.44,79.3283,
263126,Uttaranchal,29.3792,79.4292,
263127,Uttaranchal,29.3792,79.4292,
263128,Uttaranchal,29.3792,79.4292,
263129,Uttaranchal,29.3792,79.4292,
263131,Uttaranchal,29.4167,79.5333,
263132,Uttaranchal,29.3833,79.5167,4
263134,Uttaranchal,29.4167,79.5333,
263135,Uttaranchal,29.4167,79.5333,
263136,Uttaranchal,29.4167,79.5333,
263137,Uttaranchal,29.45,79.55,4
263138,Uttaranchal,29.4167,79.5333,
263139,Uttaranchal,29.4167,79.5333,
263140,Uttaranchal,29.2833,79.35,4
263142,Uttaranchal,29.2833,79.35,
263145,Uttaranchal,29.2833,79.35,
263146,Uttaranchal,29.2833,79.35,
263147,Uttaranchal,29.2833,79.35,
263148,Uttaranchal,29.2833,79.35,
263149,Uttaranchal,29.2833,79.35,
263151,Uttaranchal,29.4,79.3,
263152,Uttaranchal,29.4,79.3,
263153,Uttaranchal,29.4,79.3,
263154,Uttaranchal,29.4,79.3,
263155,Uttaranchal,29.4,79.3,
263157,Uttaranchal,29.4,79.3,
263158,Uttaranchal,29.4,79.3,
263159,Uttaranchal,29.4,79.3,4
263160,Uttaranchal,29.3792,79.4292,
263601,Uttaranchal,29.4806,79.2611,
263610,Uttaranchal,29.4806,79.2611,
263621,Uttaranchal,29.4806,79.2611,
263622,Uttaranchal,29.4806,79.2611,
263623,Uttaranchal,29.4806,79.2611,
263624,Uttaranchal,29.4806,79.2611,
263625,Uttaranchal,29.4806,79.2611,
263626,Uttaranchal,29.4806,79.2611,
263628,Uttaranchal,29.4806,79.2611,
263629,Uttaranchal,29.4806,79.2611,
263630,Uttaranchal,29.8,79.4083,
263631,Uttaranchal,29.65,78.9167,4
263632,Uttaranchal,29.95,79.9,4
263633,Uttaranchal,29.8,79.4083,
263635,Uttaranchal,29.8,79.4083,
263636,Uttaranchal,29.8,79.4083,
263638,Uttaranchal,29.8,79.4083,
263640,Uttaranchal,29.1889,78.9389,
263641,Uttaranchal,29.9167,79.6167,4
263642,Uttaranchal,29.85,79.7667,4
263643,Uttaranchal,27.8,77.4333,4
263645,Uttaranchal,29.1889,78.9389,
263646,Uttaranchal,29.1889,78.9389,
263647,Uttaranchal,29.1889,78.9389,
263648,Uttaranchal,29.1889,78.9389,
263651,Uttaranchal,29.7167,79.9333,
263652,Uttaranchal,29.7167,79.9333,
263654,Uttaranchal,29.7167,79.9333,
263656,Uttaranchal,29.7167,79.9333,4
263658,Uttaranchal,29.7167,79.9333,
263659,Uttaranchal,29.7167,79.9333,
263660,Uttaranchal,29.4806,79.2611,
263661,Uttaranchal,29.4806,79.2611,
263662,Uttaranchal,29.4806,79.2611,
263663,Uttaranchal,29.4806,79.2611,
263664,Uttaranchal,29.4806,79.2611,
263665,Uttaranchal,29.4806,79.2611,
263667,Uttaranchal,29.4806,79.2611,
263669,Uttaranchal,29.4806,79.2611,
263670,Uttaranchal,29.4806,79.2611,
263671,Uttaranchal,29.4806,79.2611,
263675,Uttaranchal,29.4806,79.2611,
263676,Uttaranchal,29.4806,79.2611,
263677,Uttaranchal,29.4806,79.2611,
263678,Uttaranchal,29.4806,79.2611,
263679,Uttaranchal,29.4806,79.2611,
263680,Uttaranchal,29.4806,79.2611,
263681,Uttaranchal,29.4806,79.2611,
263682,Uttaranchal,29.4806,79.2611,
263683,Uttaranchal,29.4806,79.2611,
263684,Uttaranchal,29.4806,79.2611,
263685,Uttaranchal,29.4806,79.2611,
263686,Uttaranchal,29.4806,79.2611,
263687,Uttaranchal,29.4806,79.2611,
263688,Uttaranchal,29.4806,79.2611,
263689,Uttaranchal,29.4806,79.2611,
264712,Uttaranchal,29.2833,78.8167,4
265441,Uttaranchal,29.0452,79.8101,
271001,Uttar Pradesh,27.375,82.05,
271002,Uttar Pradesh,27.375,82.05,
271124,Uttar Pradesh,27.375,82.05,
271125,Uttar Pradesh,27.375,82.05,
271202,Uttar Pradesh,27.5167,82.65,
271206,Uttar Pradesh,27.5167,82.65,4
271209,Uttar Pradesh,27.5167,82.65,
271210,Uttar Pradesh,27.5167,82.65,
271307,Uttar Pradesh,27.0333,81.7833,
271310,Uttar Pradesh,27.0333,81.7833,4
271312,Uttar Pradesh,27.0333,81.7833,
271314,Uttar Pradesh,27.0333,81.7833,
271318,Uttar Pradesh,27.0333,81.7833,
271403,Uttar Pradesh,26.9667,81.9833,4
271404,Uttar Pradesh,26.9667,81.9833,
271405,Uttar Pradesh,26.9667,81.9833,
271601,Uttar Pradesh,27.3167,82.4167,
271604,Uttar Pradesh,27.3167,82.4167,4
271605,Uttar Pradesh,27.3167,82.4167,
271801,Uttar Pradesh,27.7083,81.7333,
271824,Uttar Pradesh,27.7083,81.7333,
271828,Uttar Pradesh,27.7083,81.7333,
271829,Uttar Pradesh,27.7083,81.7333,
271845,Uttar Pradesh,27.55,81.9667,4
